Confound,Conf_time_point,Model,h5name,n_samples BL,Accuracy BL,Std-Dev BL,n_samples CB,Accuracy CB,Std-Dev CB,Accuracy Diff CB - BL,Std-Dev Diff CB - BL,h5cat,category
ConscientiousnessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-ConscientiousnessFU3,477,0.6734508846404008,0.034156137342703605,477,0.6331417102586457,0.06447764128307201,-0.040309174381755075,0.03850053695919813,h5causal0,Personality
Anxiety_sensitivityFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Anxiety_sensitivityFU3,477,0.6734508846404008,0.034156137342703605,477,0.6334785966842419,0.044323030267791594,-0.039972287956158925,0.030923977630481436,h5causal0,Personality
Family_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_val,477,0.6734508846404008,0.034156137342703605,477,0.6335523311329763,0.060972560084762484,-0.03989855350742455,0.03498333225646108,h5causal0,Biographic
Novelty_seeking,BL,SVM-rbf,posthoc-cc3-h5causal0-Novelty_seeking,477,0.6734508846404008,0.034156137342703605,477,0.6348226827057472,0.07005202476259549,-0.03862820193465366,0.04245817178882457,h5causal0,Personality
Autonomy_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Autonomy_val,477,0.6734508846404008,0.034156137342703605,477,0.6353334180955149,0.05525295671020485,-0.0381174665448859,0.04436759647366015,h5causal0,Biographic
Sensation_seekingFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Sensation_seekingFU3,477,0.6734508846404008,0.034156137342703605,477,0.6353572034015583,0.04004097337500482,-0.03809368123884249,0.022392260798225757,h5causal0,Personality
Deviance_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_freqFU3,477,0.6734508846404008,0.034156137342703605,477,0.635501212618148,0.06688856416709103,-0.037949672022252856,0.047833643254354526,h5causal0,Biographic
Extroversion,BL,SVM-rbf,posthoc-cc3-h5causal0-Extroversion,477,0.6734508846404008,0.034156137342703605,477,0.6362333675841741,0.07346460673856468,-0.03721751705622667,0.05185789932378147,h5causal0,Personality
Coping_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Coping_drinking_motiveFU3,477,0.6734508846404008,0.034156137342703605,477,0.6362387733355476,0.07515342400001133,-0.037212111304853246,0.05505503944085967,h5causal0,Alcohol
Sexuality_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_freq,477,0.6734508846404008,0.034156137342703605,477,0.6367445354340516,0.032553198785126636,-0.03670634920634919,0.034911578144987784,h5causal0,Biographic
Sexuality_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_valFU3,477,0.6734508846404008,0.034156137342703605,477,0.6369893078562434,0.05686833518845043,-0.0364615767841574,0.04412324113703544,h5causal0,Biographic
Enhancement_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Enhancement_drinking_motiveFU3,477,0.6734508846404008,0.034156137342703605,477,0.6372946246938181,0.06258678585846054,-0.03615625994658267,0.05502775802950272,h5causal0,Alcohol
Hopelessness,BL,SVM-rbf,posthoc-cc3-h5causal0-Hopelessness,477,0.6734508846404008,0.034156137342703605,477,0.6374349579994742,0.048035339362883005,-0.036015926640926565,0.04120085740369823,h5causal0,Personality
Paranoid_ideation_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Paranoid_ideation_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6375806970565033,0.060425274970222195,-0.035870187583897484,0.03611549707224362,h5causal0,Comorbid
Obsession_compulsion_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Obsession_compulsion_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6378589851372111,0.039348944944620975,-0.03559189950318975,0.023257530687297304,h5causal0,Comorbid
Eating_behavior_cog_retrstraintFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Eating_behavior_cog_retrstraintFU3,477,0.6734508846404008,0.034156137342703605,477,0.6390238164431713,0.058809008223621256,-0.034427068197229516,0.034651772940241264,h5causal0,Addiction-related
Alc_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc_lastmnt_TLFBFU3,477,0.6734508846404008,0.034156137342703605,477,0.6392063146095405,0.06294619071579938,-0.034244570030860344,0.041877306755433115,h5causal0,Alcohol
Relocation_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Relocation_valFU3,477,0.6734508846404008,0.034156137342703605,477,0.640412878316104,0.040200121700376776,-0.033038006324296765,0.023427122660181026,h5causal0,Biographic
Distress_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Distress_freqFU3,477,0.6734508846404008,0.034156137342703605,477,0.6411871981428433,0.05659350087984025,-0.03226368649755751,0.034314518273147174,h5causal0,Biographic
Family_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_freq,477,0.6734508846404008,0.034156137342703605,477,0.6416864733396992,0.03906720560808303,-0.03176441130070162,0.03972678343640621,h5causal0,Biographic
Anxiety_sensitivity,BL,SVM-rbf,posthoc-cc3-h5causal0-Anxiety_sensitivity,477,0.6734508846404008,0.034156137342703605,477,0.6419946011679885,0.04115948891966456,-0.03145628347241236,0.03320401451674703,h5causal0,Personality
QOL_phys_unhealthy_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_phys_unhealthy_daysFU3,477,0.6734508846404008,0.034156137342703605,477,0.6420183864740316,0.07063855069999214,-0.03143249816636917,0.042490850455108316,h5causal0,Health
Eating_disorder_weight_concernFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Eating_disorder_weight_concernFU3,477,0.6734508846404008,0.034156137342703605,477,0.6425896662791823,0.07354798316110239,-0.030861218361218468,0.0546825879357498,h5causal0,Addiction-related
Family_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_freqFU3,477,0.6734508846404008,0.034156137342703605,477,0.6427555147313212,0.08045039301780563,-0.030695369909079617,0.06368991099434822,h5causal0,Biographic
Interpers_perspective_takingFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Interpers_perspective_takingFU3,477,0.6734508846404008,0.034156137342703605,477,0.6428193025975285,0.054422761514742464,-0.030631582042872307,0.043766680880928256,h5causal0,Social
Impulsivity_BISFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Impulsivity_BISFU3,477,0.6734508846404008,0.034156137342703605,477,0.6432281936314194,0.04399922143205196,-0.03022269100898145,0.027087149954041545,h5causal0,Personality
Distress_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Distress_valFU3,477,0.6734508846404008,0.034156137342703605,477,0.6434409640054801,0.06189517226867146,-0.030009920634920695,0.03936214054222283,h5causal0,Biographic
OpennessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-OpennessFU3,477,0.6734508846404008,0.034156137342703605,477,0.6439369957515119,0.04876660236403226,-0.02951388888888895,0.025800060476635998,h5causal0,Personality
Conflict_tactics_parent_mean_negotiation,BL,SVM-rbf,posthoc-cc3-h5causal0-Conflict_tactics_parent_mean_negotiation,477,0.6734508846404008,0.034156137342703605,477,0.6439538616957972,0.041488826548261186,-0.029497022944603657,0.013940108148205213,h5causal0,Familial risk
AgreeablenessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-AgreeablenessFU3,477,0.6734508846404008,0.034156137342703605,477,0.6441482525151879,0.059549217311664814,-0.02930263212521289,0.040649422523294,h5causal0,Personality
Total_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_freqFU3,477,0.6734508846404008,0.034156137342703605,477,0.6444834091003446,0.03518663811245226,-0.028967475540056187,0.037975651471052856,h5causal0,Biographic
Interpers_sensitivity_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Interpers_sensitivity_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6446090387622646,0.04387276958710602,-0.028841845878136207,0.04629602614893512,h5causal0,Comorbid
PBQ_unpres_meds,BL,SVM-rbf,posthoc-cc3-h5causal0-PBQ_unpres_meds,477,0.6734508846404008,0.034156137342703605,477,0.6449578178408825,0.05066663308019111,-0.028493066799518352,0.04370507406599921,h5causal0,Familial risk
Impulsivity_SURPS,BL,SVM-rbf,posthoc-cc3-h5causal0-Impulsivity_SURPS,477,0.6734508846404008,0.034156137342703605,477,0.6453682224851579,0.05608207737004436,-0.02808266215524291,0.03926019964264573,h5causal0,Personality
Physical_health_conditionsFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Physical_health_conditionsFU3,477,0.6734508846404008,0.034156137342703605,477,0.6455139615421874,0.05183759244420936,-0.027936923098213384,0.03324026679924172,h5causal0,Health
Video_gaming_addictionFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Video_gaming_addictionFU3,477,0.6734508846404008,0.034156137342703605,477,0.6462915248197507,0.06353200466692324,-0.027159359820650097,0.04536586928884675,h5causal0,Addiction-related
Total_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_val,477,0.6734508846404008,0.034156137342703605,477,0.6473220772615934,0.04953134110320007,-0.026128807378807406,0.0354487530402105,h5causal0,Biographic
Alc-last12mnt,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc-last12mnt,477,0.6734508846404008,0.034156137342703605,477,0.6475852292384551,0.06725732033517026,-0.025865655401945742,0.04234369106036456,h5causal0,Alcohol
Impulsivity_SURPSFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Impulsivity_SURPSFU3,477,0.6734508846404008,0.034156137342703605,477,0.6476053386335645,0.06488650832022062,-0.025845546006836306,0.04819474188613471,h5causal0,Personality
SomatizationFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-SomatizationFU3,477,0.6734508846404008,0.034156137342703605,477,0.6476723699505956,0.04752130008784809,-0.025778514689805188,0.0429171502258084,h5causal0,Comorbid
QOL_self-rated_healthFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_self-rated_healthFU3,477,0.6734508846404008,0.034156137342703605,477,0.647710858900375,0.05379326399319957,-0.025740025740025763,0.04553700891807983,h5causal0,Health
Well_beingFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Well_beingFU3,477,0.6734508846404008,0.034156137342703605,477,0.6479020062689417,0.03477911395196077,-0.02554887837145914,0.033971272601668434,h5causal0,Comorbid
Alc-lastmnt,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc-lastmnt,477,0.6734508846404008,0.034156137342703605,477,0.6483645223564578,0.052871295129333466,-0.02508636228394301,0.03644713671223507,h5causal0,Alcohol
Somatization_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Somatization_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6490852171295719,0.05360920968877721,-0.024365667510828914,0.03665603688550242,h5causal0,Comorbid
Conflict_tactics_parent_mean_psych_aggr,BL,SVM-rbf,posthoc-cc3-h5causal0-Conflict_tactics_parent_mean_psych_aggr,477,0.6734508846404008,0.034156137342703605,477,0.6498173720955981,0.052537448859324806,-0.023633512544802726,0.029773617940587083,h5causal0,Familial risk
Alcoholism_screening_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-Alcoholism_screening_parent,477,0.6734508846404008,0.034156137342703605,477,0.6500117629149885,0.047726466286072945,-0.023439121725412293,0.051646814258280126,h5causal0,Alcohol
Deviance_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_freq,477,0.6734508846404008,0.034156137342703605,477,0.6501190130222388,0.06114967892036694,-0.02333187161816197,0.0474409016372275,h5causal0,Biographic
Bullying_victim,BL,SVM-rbf,posthoc-cc3-h5causal0-Bullying_victim,477,0.6734508846404008,0.034156137342703605,477,0.6503670288952547,0.0701314917825972,-0.023083855745146153,0.0489637862254299,h5causal0,Social
Sexuality_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_val,477,0.6734508846404008,0.034156137342703605,477,0.6504757926128895,0.04828837524011159,-0.022975092027511357,0.05242783735468749,h5causal0,Biographic
AUDIT_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-AUDIT_parent,477,0.6734508846404008,0.034156137342703605,477,0.6514246100939649,0.0447037928791675,-0.02202627454643591,0.04284153001782936,h5causal0,Familial risk
Psychotic_experienceFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Psychotic_experienceFU3,477,0.6734508846404008,0.034156137342703605,477,0.6514879655000623,0.054460295358064965,-0.021962919140338544,0.039663872400440406,h5causal0,Comorbid
QOL_activity_limitation_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_activity_limitation_daysFU3,477,0.6734508846404008,0.034156137342703605,477,0.651499858153084,0.04757910148652967,-0.021951026487316838,0.02858185421347945,h5causal0,Health
Depression_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Depression_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6517712268720334,0.04818606771280467,-0.021679657768367444,0.03442269756450012,h5causal0,Comorbid
Accident_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Accident_freq,477,0.6734508846404008,0.034156137342703605,477,0.6517764163933519,0.03852932811749197,-0.021674468247048884,0.0332923925791988,h5causal0,Biographic
QOL_mentally_unhealthy_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_mentally_unhealthy_daysFU3,477,0.6734508846404008,0.034156137342703605,477,0.6518198786343946,0.05820839397825527,-0.021631006006006204,0.04556668665619615,h5causal0,Health
Depression_K6+FU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Depression_K6+FU3,477,0.6734508846404008,0.034156137342703605,477,0.6520527584035649,0.05189190887652721,-0.0213981262368359,0.023716388247622535,h5causal0,Comorbid
Drugs_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Drugs_lastmnt_TLFBFU3,477,0.6734508846404008,0.034156137342703605,477,0.6528270782303041,0.033125633975337035,-0.020623806410096757,0.02596707932459493,h5causal0,Addiction-related
Fam_hist_psych_disorders_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-Fam_hist_psych_disorders_parent,477,0.6734508846404008,0.034156137342703605,477,0.6535408536416601,0.049566250896296904,-0.01991003099874067,0.04486079418257579,h5causal0,Familial risk
Total_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_freq,477,0.6734508846404008,0.034156137342703605,477,0.6542816578098837,0.06509514718265233,-0.01916922683051714,0.05484175723272828,h5causal0,Biographic
Social_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Social_drinking_motiveFU3,477,0.6734508846404008,0.034156137342703605,477,0.654455939234165,0.06160807500301607,-0.018994945406235808,0.03308871163425458,h5causal0,Alcohol
ExtroversionFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-ExtroversionFU3,477,0.6734508846404008,0.034156137342703605,477,0.6546016782911944,0.05364570669561992,-0.018849206349206393,0.04965832747318279,h5causal0,Personality
StressFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-StressFU3,477,0.6734508846404008,0.034156137342703605,477,0.6547474173482237,0.06136103448906891,-0.01870346729217709,0.04549366771096325,h5causal0,Comorbid
Deviance_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_valFU3,477,0.6734508846404008,0.034156137342703605,477,0.6549065626686594,0.0572095847872933,-0.018544321971741384,0.051065229566204434,h5causal0,Biographic
Relocation_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Relocation_freqFU3,477,0.6734508846404008,0.034156137342703605,477,0.6561585346867604,0.04289070576822528,-0.017292349953640374,0.030983120660038405,h5causal0,Biographic
Negative_affectFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Negative_affectFU3,477,0.6734508846404008,0.034156137342703605,477,0.6563561689569755,0.050393093700050136,-0.017094715683425354,0.05014726456369152,h5causal0,Personality
Bullying,BL,SVM-rbf,posthoc-cc3-h5causal0-Bullying,477,0.6734508846404008,0.034156137342703605,477,0.6586419368677433,0.06395623389576652,-0.01480894777265751,0.06239888810512029,h5causal0,Social
Hostility_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Hostility_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6587106980252141,0.06677512645111097,-0.014740186615186723,0.04254695931561653,h5causal0,Comorbid
Anxiety_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Anxiety_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6592787343795409,0.05636731396151766,-0.01417215026085994,0.04089793057391057,h5causal0,Comorbid
Physical_developmet,BL,SVM-rbf,posthoc-cc3-h5causal0-Physical_developmet,477,0.6734508846404008,0.034156137342703605,477,0.659597241250467,0.05795024110962724,-0.013853643389933779,0.034267517909391275,h5causal0,Health
UrbanicityFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-UrbanicityFU3,477,0.6734508846404008,0.034156137342703605,477,0.6596491364636526,0.04315852698655501,-0.013801748176748174,0.03559056314946766,h5causal0,Social
Positive_affectFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Positive_affectFU3,477,0.6734508846404008,0.034156137342703605,477,0.6599507773902935,0.0457855314672882,-0.013500107250107307,0.020771307485476346,h5causal0,Personality
RuminationFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-RuminationFU3,477,0.6734508846404008,0.034156137342703605,477,0.6603060433705595,0.06292448385069156,-0.013144841269841279,0.0556333240679837,h5causal0,Comorbid
Phobic_anxiety_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Phobic_anxiety_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6604820546352804,0.02370683124779422,-0.01296883000512039,0.026651102200440677,h5causal0,Comorbid
Comp_sub_abuse_lftFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Comp_sub_abuse_lftFU3,477,0.6734508846404008,0.034156137342703605,477,0.662266817508753,0.05914341911122608,-0.011184067131647768,0.05067653640994619,h5causal0,Addiction-related
Psychiatric_symptoms_PHQFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Psychiatric_symptoms_PHQFU3,477,0.6734508846404008,0.034156137342703605,477,0.6625717018862181,0.0543067396259386,-0.010879182754182759,0.055368096038971235,h5causal0,Comorbid
GSI_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-GSI_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6636558793816859,0.05129179134343757,-0.009795005258714906,0.032265979101979606,h5causal0,Comorbid
Eating_disorder_eat_concernFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Eating_disorder_eat_concernFU3,477,0.6734508846404008,0.034156137342703605,477,0.6642926768934834,0.04041804678785061,-0.009158207746917446,0.024614731056579776,h5causal0,Addiction-related
Psychoticism_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Psychoticism_BSIFU3,477,0.6734508846404008,0.034156137342703605,477,0.6658343971852035,0.05229020799521012,-0.007616487455197274,0.04191067235954535,h5causal0,Comorbid
Eating_disorder_shape_concernFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Eating_disorder_shape_concernFU3,477,0.6734508846404008,0.034156137342703605,477,0.6672385951619823,0.06467952012682796,-0.0062122894784185645,0.047064866564371616,h5causal0,Addiction-related
AnxietyFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-AnxietyFU3,477,0.6734508846404008,0.034156137342703605,477,0.6676057537952698,0.05219256262871776,-0.005845130845131052,0.03406368719712854,h5causal0,Comorbid
Conscientiousness,BL,SVM-rbf,posthoc-cc3-h5causal0-Conscientiousness,477,0.6734508846404008,0.034156137342703605,477,0.668860969264195,0.04464176620651878,-0.004589915376205789,0.045548552575928436,h5causal0,Personality
Tobacco_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Tobacco_lastmnt_TLFBFU3,477,0.6734508846404008,0.034156137342703605,477,0.6723098386404838,0.05922211532418869,-0.0011410459999170453,0.037638176545165755,h5causal0,Addiction-related
Accident_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Accident_valFU3,477,0.6734508846404008,0.034156137342703605,477,0.6724772007030071,0.06446893276974223,-0.0009736839373937212,0.04046601265759245,h5causal0,Biographic
