Confound,Conf_time_point,Model,h5name,n_samples BL,Accuracy BL,Std-Dev BL,n_samples CB,Accuracy CB,Std-Dev CB,Accuracy Diff CB - BL,Std-Dev Diff CB - BL,h5cat,category
Autonomy_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Autonomy_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.6504163954512386,0.06032454776042688,-0.038889101606871646,0.042127130177038015,h5causal1,Biographic
Depression_K6+FU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Depression_K6+FU3,565,0.6893054970581103,0.03731468072745593,565,0.6512885923600209,0.056656752838426874,-0.03801690469808938,0.02453062997691755,h5causal1,Comorbid
Impulsivity_SURPSFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Impulsivity_SURPSFU3,565,0.6893054970581103,0.03731468072745593,565,0.6528606846115557,0.053831914017449536,-0.03644481244655462,0.018601977718309484,h5causal1,Personality
Deviance_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Deviance_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6530459087950378,0.037757097152773,-0.03625958826307252,0.03695574170017719,h5causal1,Biographic
Eating_behavior_uncontrolled_eatingFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_behavior_uncontrolled_eatingFU3,565,0.6893054970581103,0.03731468072745593,565,0.6535189404091842,0.06254641146076369,-0.03578655664892605,0.03100513218373786,h5causal1,Addiction-related
Accident_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Accident_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6541210386593662,0.0561644129525248,-0.03518445839874407,0.02328788810739532,h5causal1,Biographic
AgreeablenessFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-AgreeablenessFU3,565,0.6893054970581103,0.03731468072745593,565,0.6563102257788669,0.045063963122173166,-0.0329952712792434,0.02163958828215854,h5causal1,Personality
Fam_hist_psych_disorders_parent,BL,SVM-rbf,posthoc-cc3-h5causal1-Fam_hist_psych_disorders_parent,565,0.6893054970581103,0.03731468072745593,565,0.6568703654069508,0.06183604149260078,-0.03243513165115952,0.03897570149347339,h5causal1,Familial risk
NeuroticismFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-NeuroticismFU3,565,0.6893054970581103,0.03731468072745593,565,0.6579231598830901,0.06165879044376391,-0.03138233717502015,0.04225095242362635,h5causal1,Personality
Alcoholism_screening_parent,BL,SVM-rbf,posthoc-cc3-h5causal1-Alcoholism_screening_parent,565,0.6893054970581103,0.03731468072745593,565,0.658019042513816,0.05024594928241419,-0.03128645454429424,0.03609169666237795,h5causal1,Alcohol
Sensation_seekingFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Sensation_seekingFU3,565,0.6893054970581103,0.03731468072745593,565,0.6583488085665785,0.057457995832821344,-0.03095668849153177,0.02492995897874452,h5causal1,Personality
Interpers_perspective_takingFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Interpers_perspective_takingFU3,565,0.6893054970581103,0.03731468072745593,565,0.6584486796594812,0.054000407856284516,-0.03085681739862911,0.028856386445781673,h5causal1,Social
Total_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Total_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.6592229199372056,0.0587107031882978,-0.030082577120904674,0.03287905555564871,h5causal1,Biographic
Family_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Family_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6593186430294444,0.05822235717598512,-0.029986854028665855,0.041497457948923754,h5causal1,Biographic
Drug_abuse_screening_parent,BL,SVM-rbf,posthoc-cc3-h5causal1-Drug_abuse_screening_parent,565,0.6893054970581103,0.03731468072745593,565,0.6593708121147145,0.04939511054187422,-0.029934684943395795,0.03074228195029386,h5causal1,Familial risk
Alc-last12mnt,BL,SVM-rbf,posthoc-cc3-h5causal1-Alc-last12mnt,565,0.6893054970581103,0.03731468072745593,565,0.659900479891769,0.021871646622320245,-0.029405017166341252,0.030213567629465598,h5causal1,Alcohol
Autonomy_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Autonomy_val,565,0.6893054970581103,0.03731468072745593,565,0.6601847774757182,0.06358749869505949,-0.02912071958239204,0.03985494138869676,h5causal1,Biographic
Video_gaming_addictionFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Video_gaming_addictionFU3,565,0.6893054970581103,0.03731468072745593,565,0.6604898150629859,0.05104778397753165,-0.02881568199512441,0.022796246945159863,h5causal1,Addiction-related
Sexuality_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Sexuality_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.6614574159870328,0.06996972384660163,-0.027848081071077502,0.05269053088696596,h5causal1,Biographic
Anxiety_sensitivity,BL,SVM-rbf,posthoc-cc3-h5causal1-Anxiety_sensitivity,565,0.6893054970581103,0.03731468072745593,565,0.6620159602302459,0.04453943794188078,-0.02728953682786439,0.011360775643266374,h5causal1,Personality
Total_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Total_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6620705223928222,0.03894740929693963,-0.027234974665288125,0.028925020228047632,h5causal1,Biographic
Interpers_sensitivity_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Interpers_sensitivity_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6625850340136055,0.0441333726537518,-0.026720463044504816,0.027561576843562082,h5causal1,Comorbid
OpennessFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-OpennessFU3,565,0.6893054970581103,0.03731468072745593,565,0.6630210526987531,0.047295487251444945,-0.026284444359357173,0.02653147417213587,h5causal1,Personality
Impulsivity_BISFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Impulsivity_BISFU3,565,0.6893054970581103,0.03731468072745593,565,0.6637273295809881,0.024806684883855033,-0.02557816747712216,0.02294908195431878,h5causal1,Personality
Negative_affectFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Negative_affectFU3,565,0.6893054970581103,0.03731468072745593,565,0.6639782836211408,0.05113160223202674,-0.02532721343696953,0.02724787431592798,h5causal1,Personality
Distress_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Distress_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.6645471978660132,0.0388952845964485,-0.024758299192097044,0.016177899877399572,h5causal1,Biographic
ConscientiousnessFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-ConscientiousnessFU3,565,0.6893054970581103,0.03731468072745593,565,0.6647215734323748,0.06405225255744279,-0.02458392362573547,0.041667584810307405,h5causal1,Personality
Relocation_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Relocation_freq,565,0.6893054970581103,0.03731468072745593,565,0.6647547574376843,0.03242147546225073,-0.024550739620425976,0.016668391078681368,h5causal1,Biographic
Agreeableness,BL,SVM-rbf,posthoc-cc3-h5causal1-Agreeableness,565,0.6893054970581103,0.03731468072745593,565,0.6655612244897958,0.04615071647597622,-0.023744272568314462,0.03665449729978293,h5causal1,Personality
Hopelessness,BL,SVM-rbf,posthoc-cc3-h5causal1-Hopelessness,565,0.6893054970581103,0.03731468072745593,565,0.665816007453638,0.05462509186357581,-0.02348948960447228,0.03126645030484333,h5causal1,Personality
Anxiety_sensitivityFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Anxiety_sensitivityFU3,565,0.6893054970581103,0.03731468072745593,565,0.6658661025385764,0.05271625577672682,-0.023439394519533918,0.038982385151718535,h5causal1,Personality
Sexuality_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Sexuality_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6665160623348776,0.04046470473050589,-0.022789434723232693,0.031230625270670703,h5causal1,Biographic
AUDIT_parent,BL,SVM-rbf,posthoc-cc3-h5causal1-AUDIT_parent,565,0.6893054970581103,0.03731468072745593,565,0.6666012558869703,0.045484745584091164,-0.022704241171140005,0.03293571895342016,h5causal1,Familial risk
Novelty_seeking,BL,SVM-rbf,posthoc-cc3-h5causal1-Novelty_seeking,565,0.6893054970581103,0.03731468072745593,565,0.6666403428163009,0.05990781511047301,-0.02266515424180937,0.036342818461184326,h5causal1,Personality
Alc_lastmnt_TLFB,BL,SVM-rbf,posthoc-cc3-h5causal1-Alc_lastmnt_TLFB,565,0.6893054970581103,0.03731468072745593,565,0.6668734285459024,0.030491319618049816,-0.022432068512207914,0.01527744712604316,h5causal1,Alcohol
Distress_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Distress_val,565,0.6893054970581103,0.03731468072745593,565,0.6670328074944799,0.05417347741759462,-0.022272689563630377,0.030388713021279486,h5causal1,Biographic
Eating_disorder_restraintFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_disorder_restraintFU3,565,0.6893054970581103,0.03731468072745593,565,0.6670892841189008,0.0285990019083875,-0.0222162129392095,0.02036516605958879,h5causal1,Addiction-related
Psychiatric_symptoms_PHQFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Psychiatric_symptoms_PHQFU3,565,0.6893054970581103,0.03731468072745593,565,0.6674211241719953,0.04161695373135339,-0.021884372886115,0.019246540778604635,h5causal1,Comorbid
Deviance_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Deviance_freq,565,0.6893054970581103,0.03731468072745593,565,0.667778649921507,0.03695809827127337,-0.021526847136603244,0.01736169990190904,h5causal1,Biographic
SomatizationFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-SomatizationFU3,565,0.6893054970581103,0.03731468072745593,565,0.667778649921507,0.04501353850102726,-0.021526847136603244,0.025386994229526744,h5causal1,Comorbid
Alc-lastmnt,BL,SVM-rbf,posthoc-cc3-h5causal1-Alc-lastmnt,565,0.6893054970581103,0.03731468072745593,565,0.6684412132582864,0.02981303410199149,-0.020864283799823857,0.025284402244331504,h5causal1,Alcohol
Relocation_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Relocation_val,565,0.6893054970581103,0.03731468072745593,565,0.668469770647471,0.04344507972867523,-0.020835726410639244,0.021655271092220933,h5causal1,Biographic
Conscientiousness,BL,SVM-rbf,posthoc-cc3-h5causal1-Conscientiousness,565,0.6893054970581103,0.03731468072745593,565,0.6689104159487433,0.034273329899896225,-0.02039508110936694,0.031432047090280475,h5causal1,Personality
ExtroversionFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-ExtroversionFU3,565,0.6893054970581103,0.03731468072745593,565,0.6689869944225345,0.04651581241914652,-0.020318502635575775,0.02242142916165868,h5causal1,Personality
Eating_behavior_emotional_eatingFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_behavior_emotional_eatingFU3,565,0.6893054970581103,0.03731468072745593,565,0.6690366108920115,0.08362983496451287,-0.020268886166098787,0.05532831609977938,h5causal1,Addiction-related
Extroversion,BL,SVM-rbf,posthoc-cc3-h5causal1-Extroversion,565,0.6893054970581103,0.03731468072745593,565,0.6706414085333945,0.07014553830351546,-0.018664088524715794,0.03465333745126259,h5causal1,Personality
Autonomy_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Autonomy_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.670859657183699,0.06205066552603426,-0.018445839874411285,0.04524172987411762,h5causal1,Biographic
Psychoticism_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Psychoticism_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6712149493943919,0.0447745795914954,-0.018090547663718426,0.023833458599612552,h5causal1,Comorbid
Paranoid_ideation_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Paranoid_ideation_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6713872509604216,0.041660392535350935,-0.01791824609768866,0.027761956912483933,h5causal1,Comorbid
GSI_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-GSI_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6717924787175659,0.04224846100758362,-0.017513018340544417,0.03439695135931239,h5causal1,Comorbid
Relocation_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Relocation_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.6728827647381654,0.029841525540453686,-0.016422732319944844,0.028616925856349538,h5causal1,Biographic
Depression_CESDFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Depression_CESDFU3,565,0.6893054970581103,0.03731468072745593,565,0.6730092787584078,0.04004082574612887,-0.016296218299702514,0.027175756408384488,h5causal1,Comorbid
Distress_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Distress_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6730113527587394,0.02767970261606687,-0.016294144299370927,0.024294815329683715,h5causal1,Biographic
Positive_affectFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Positive_affectFU3,565,0.6893054970581103,0.03731468072745593,565,0.6732623067988922,0.051036827578877994,-0.016043190259218076,0.02873905694203976,h5causal1,Personality
HopelessnessFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-HopelessnessFU3,565,0.6893054970581103,0.03731468072745593,565,0.6733495743513166,0.05344436386402504,-0.01595592270679369,0.02768381899792275,h5causal1,Personality
UrbanicityFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-UrbanicityFU3,565,0.6893054970581103,0.03731468072745593,565,0.6734888514505241,0.044461691295662555,-0.01581664560758622,0.03090690073643275,h5causal1,Social
Total_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Total_val,565,0.6893054970581103,0.03731468072745593,565,0.6738229250424371,0.059367396335948515,-0.015482572015673157,0.027693492278326105,h5causal1,Biographic
Autonomy_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Autonomy_freq,565,0.6893054970581103,0.03731468072745593,565,0.6740121376880959,0.043821617123712665,-0.015293359370014414,0.029631641319971168,h5causal1,Biographic
Openness,BL,SVM-rbf,posthoc-cc3-h5causal1-Openness,565,0.6893054970581103,0.03731468072745593,565,0.6742610177279167,0.04929746893328821,-0.015044479330193594,0.019668918123745573,h5causal1,Personality
Accident_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Accident_val,565,0.6893054970581103,0.03731468072745593,565,0.6745225013082157,0.07126051114692511,-0.014782995749894612,0.055577657646089684,h5causal1,Biographic
Bullying_victimFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Bullying_victimFU3,565,0.6893054970581103,0.03731468072745593,565,0.6745292019246723,0.044973871884786625,-0.014776295133438033,0.011347383176979874,h5causal1,Social
Neuroticism,BL,SVM-rbf,posthoc-cc3-h5causal1-Neuroticism,565,0.6893054970581103,0.03731468072745593,565,0.6749195926025193,0.03627706765552054,-0.014385904455590959,0.023675678483484702,h5causal1,Personality
Conformity_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Conformity_drinking_motiveFU3,565,0.6893054970581103,0.03731468072745593,565,0.6750583910862656,0.06833912550506738,-0.014247105971844642,0.04000890803165032,h5causal1,Alcohol
Psychotic_experienceFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Psychotic_experienceFU3,565,0.6893054970581103,0.03731468072745593,565,0.6751874577223009,0.04327739439885963,-0.014118039335809351,0.03244942287330778,h5causal1,Comorbid
Obsession_compulsion_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Obsession_compulsion_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6752353192684203,0.040147021698807746,-0.014070177789689997,0.014975821164909036,h5causal1,Comorbid
Physical_health_conditionsFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Physical_health_conditionsFU3,565,0.6893054970581103,0.03731468072745593,565,0.6752724917359064,0.030410764111153645,-0.014033005322203862,0.01535756081682967,h5causal1,Health
Accident_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Accident_freq,565,0.6893054970581103,0.03731468072745593,565,0.6754947288483873,0.034014240299033154,-0.013810768209722935,0.011304711051999079,h5causal1,Biographic
Eating_behavior_cog_retrstraintFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_behavior_cog_retrstraintFU3,565,0.6893054970581103,0.03731468072745593,565,0.6756647968755983,0.03303753276331878,-0.013640700182511956,0.013361753605660937,h5causal1,Addiction-related
Eating_disorder_weight_concernFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_disorder_weight_concernFU3,565,0.6893054970581103,0.03731468072745593,565,0.6763563962170235,0.03725601424420314,-0.012949100841086802,0.01661038104479108,h5causal1,Addiction-related
Eating_disorder_shape_concernFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_disorder_shape_concernFU3,565,0.6893054970581103,0.03731468072745593,565,0.67643919669181,0.038250547414162284,-0.01286630036630032,0.01781427703643204,h5causal1,Addiction-related
Comp_sub_abuse_lftFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Comp_sub_abuse_lftFU3,565,0.6893054970581103,0.03731468072745593,565,0.6767177508902247,0.04324886393336797,-0.012587746167885605,0.03988911619508256,h5causal1,Addiction-related
Depression_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Depression_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.676979713085985,0.03436077699540475,-0.012325783972125248,0.02157482800691409,h5causal1,Comorbid
Conflict_tactics_parent_mean_psych_aggr,BL,SVM-rbf,posthoc-cc3-h5causal1-Conflict_tactics_parent_mean_psych_aggr,565,0.6893054970581103,0.03731468072745593,565,0.6771869535806818,0.03920675944048127,-0.012118543477428467,0.025079478975653886,h5causal1,Familial risk
QOL_self-rated_healthFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-QOL_self-rated_healthFU3,565,0.6893054970581103,0.03731468072745593,565,0.678024211560797,0.03409399787352702,-0.011281285497313331,0.02374745657464008,h5causal1,Health
Phobic_anxiety_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Phobic_anxiety_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6786282242728235,0.05411956443331194,-0.01067727278528674,0.024105563077315182,h5causal1,Comorbid
Impulsivity_SURPS,BL,SVM-rbf,posthoc-cc3-h5causal1-Impulsivity_SURPS,565,0.6893054970581103,0.03731468072745593,565,0.6791642735893608,0.037153587707883406,-0.01014122346874946,0.027086703169334304,h5causal1,Personality
Tobacco_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Tobacco_lastmnt_TLFBFU3,565,0.6893054970581103,0.03731468072745593,565,0.6798139143086879,0.049299619782120045,-0.009491582749422411,0.02236098342330178,h5causal1,Addiction-related
QOL_mentally_unhealthy_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-QOL_mentally_unhealthy_daysFU3,565,0.6893054970581103,0.03731468072745593,565,0.6802874245382957,0.04043961627376284,-0.009018072519814568,0.02347581414499978,h5causal1,Health
Physical_developmet,BL,SVM-rbf,posthoc-cc3-h5causal1-Physical_developmet,565,0.6893054970581103,0.03731468072745593,565,0.6805012061109623,0.05361170156708576,-0.008804290947147964,0.028153290710511734,h5causal1,Health
Sexuality_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Sexuality_val,565,0.6893054970581103,0.03731468072745593,565,0.6810222588097153,0.034347025527767215,-0.008283238248394942,0.022063672122315782,h5causal1,Biographic
Family_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Family_val,565,0.6893054970581103,0.03731468072745593,565,0.6811136743628033,0.047538913369726224,-0.008191822695306938,0.031179926762993918,h5causal1,Biographic
BullyingFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-BullyingFU3,565,0.6893054970581103,0.03731468072745593,565,0.6812966650074664,0.03402243317994227,-0.008008832050643844,0.01593182774865717,h5causal1,Social
Sexuality_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Sexuality_freq,565,0.6893054970581103,0.03731468072745593,565,0.6813212339344743,0.04124055265605708,-0.007984263123635982,0.02118987038062459,h5causal1,Biographic
Distress_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Distress_freq,565,0.6893054970581103,0.03731468072745593,565,0.6816763666066802,0.03337320162533003,-0.0076291304514300995,0.022022118343634104,h5causal1,Biographic
Somatization_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Somatization_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6816891296856454,0.046986736063657525,-0.0076163673724648495,0.03043260674344098,h5causal1,Comorbid
Smoking_lifetime,BL,SVM-rbf,posthoc-cc3-h5causal1-Smoking_lifetime,565,0.6893054970581103,0.03731468072745593,565,0.682371954410282,0.06518729017414567,-0.006933542647828306,0.03911927430352993,h5causal1,Addiction-related
QOL_activity_limitation_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-QOL_activity_limitation_daysFU3,565,0.6893054970581103,0.03731468072745593,565,0.6824348125741854,0.029177989747589363,-0.006870684483924916,0.027311409104155072,h5causal1,Health
Relocation_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Relocation_valFU3,565,0.6893054970581103,0.03731468072745593,565,0.6824526808847365,0.04201576690201617,-0.006852816173373744,0.020773741893724926,h5causal1,Biographic
Family_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Family_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.683246384857883,0.030532076411712808,-0.006059112200227257,0.01838654747086886,h5causal1,Biographic
Bullying,BL,SVM-rbf,posthoc-cc3-h5causal1-Bullying,565,0.6893054970581103,0.03731468072745593,565,0.6832877053260329,0.04841818088386213,-0.006017791732077393,0.019836389498520214,h5causal1,Social
Conflict_tactics_parent_mean_negotiation,BL,SVM-rbf,posthoc-cc3-h5causal1-Conflict_tactics_parent_mean_negotiation,565,0.6893054970581103,0.03731468072745593,565,0.6838588531097242,0.028392500987485293,-0.005446643948386121,0.015791126971506524,h5causal1,Familial risk
Deviance_val,BL,SVM-rbf,posthoc-cc3-h5causal1-Deviance_val,565,0.6893054970581103,0.03731468072745593,565,0.6839003331163609,0.047445669908746615,-0.005405163941749391,0.02317285491443773,h5causal1,Biographic
Deviance_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Deviance_freqFU3,565,0.6893054970581103,0.03731468072745593,565,0.6840791757603605,0.034734172813629435,-0.005226321297749803,0.020194031036192606,h5causal1,Biographic
Drugs_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Drugs_lastmnt_TLFBFU3,565,0.6893054970581103,0.03731468072745593,565,0.6846066099985959,0.033894489145476284,-0.004698887059514378,0.014267829889355526,h5causal1,Addiction-related
Eating_disorder_eat_concernFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Eating_disorder_eat_concernFU3,565,0.6893054970581103,0.03731468072745593,565,0.6849448315911729,0.03864132984796609,-0.0043606654669373635,0.006605641077885229,h5causal1,Addiction-related
QOL_phys_unhealthy_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-QOL_phys_unhealthy_daysFU3,565,0.6893054970581103,0.03731468072745593,565,0.6856925884800449,0.040718103286624494,-0.003612908578065399,0.022399390634771043,h5causal1,Health
Anxiety_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Anxiety_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6861787022501308,0.04804929187530985,-0.003126794807979505,0.035618433410239445,h5causal1,Comorbid
Total_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Total_freq,565,0.6893054970581103,0.03731468072745593,565,0.6869071549820678,0.03200103770000679,-0.0023983420760425034,0.010920592668007842,h5causal1,Biographic
AnxietyFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-AnxietyFU3,565,0.6893054970581103,0.03731468072745593,565,0.6870879120879121,0.04822901750113073,-0.0022175849701981942,0.020536352861726156,h5causal1,Comorbid
Hostility_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Hostility_BSIFU3,565,0.6893054970581103,0.03731468072745593,565,0.6884419152276294,0.03554617611352234,-0.0008635818304808529,0.019611540579346987,h5causal1,Comorbid
Well_beingFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-Well_beingFU3,565,0.6893054970581103,0.03731468072745593,565,0.6890460874781432,0.044262263888877613,-0.0002594095799670626,0.018764310088807502,h5causal1,Comorbid
PBQ_unpres_meds,BL,SVM-rbf,posthoc-cc3-h5causal1-PBQ_unpres_meds,565,0.6893054970581103,0.03731468072745593,565,0.6893926050720475,0.04983479690447201,8.710801393718715e-05,0.03325156492654496,h5causal1,Familial risk
Family_freq,BL,SVM-rbf,posthoc-cc3-h5causal1-Family_freq,565,0.6893054970581103,0.03731468072745593,565,0.6908274942247067,0.05641460693050141,0.0015219971665964005,0.03464050319435901,h5causal1,Biographic
Bullying_victim,BL,SVM-rbf,posthoc-cc3-h5causal1-Bullying_victim,565,0.6893054970581103,0.03731468072745593,565,0.6911414659672499,0.051820065115642855,0.001835968909139618,0.036287505931469136,h5causal1,Social
RuminationFU3,BL,SVM-rbf,posthoc-cc3-h5causal1-RuminationFU3,565,0.6893054970581103,0.03731468072745593,565,0.6965378552922107,0.055070748277856886,0.0072323582341004,0.030956938894497358,h5causal1,Comorbid
