,Confound,Conf_time_point,Model,h5name,Accuracy BL,Std-Dev BL,Accuracy CB,Std-Dev CB,Accuracy Diff CB - BL,Std-Dev Diff CB - BL,h5cat,category,abs_diff,rank
65,Tobacco_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Tobacco_lastmnt_TLFBFU3,65.31135830530992,6.4105673663329785,65.28925959369506,6.105762408107483,-0.022098711614859656,3.7029787405012295,h5causal0,Addiction-related,0.022098711614859656,92
173,Video_gaming_addictionFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Video_gaming_addictionFU3,65.31135830530992,6.4105673663329785,62.855676817370366,6.558155243128212,-2.455681487939565,2.829831087948271,h5causal0,Addiction-related,2.455681487939565,29
161,Age_first_drunkFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Age_first_drunkFU3,65.31135830530992,6.4105673663329785,63.13818138414913,7.738352556981952,-2.173176921160802,5.380179159350805,h5causal0,Alcohol,2.173176921160802,31
287,Alc-last12mnt,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc-last12mnt,65.31135830530992,6.4105673663329785,62.09219011638367,6.767529192056779,-3.219168188926258,5.356670933570051,h5causal0,Alcohol,3.219168188926258,16
32,Alc-last12mntFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc-last12mntFU3,65.31135830530992,6.4105673663329785,61.67056313225668,6.718397403991551,-3.640795173053246,2.7259265184144033,h5causal0,Alcohol,3.640795173053246,12
137,Alc-lastmnt,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc-lastmnt,65.31135830530992,6.4105673663329785,65.75411096580451,4.764123662274434,0.44275266049458306,3.1660548047855217,h5causal0,Alcohol,0.44275266049458306,100
212,Alc-lastmntFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc-lastmntFU3,65.31135830530992,6.4105673663329785,57.095697367874784,2.9792808616329776,-8.215660937435143,5.879379249297616,h5causal0,Alcohol,8.215660937435143,0
260,Alc_lastmnt_TLFB,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc_lastmnt_TLFB,65.31135830530992,6.4105673663329785,62.76535752342204,8.186029807111996,-2.5460007818878916,4.3280110330436,h5causal0,Alcohol,2.5460007818878916,27
323,Alc_lastmnt_TLFBFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Alc_lastmnt_TLFBFU3,65.31135830530992,6.4105673663329785,62.39770156100801,6.144344943714041,-2.913656744301918,3.032605732694588,h5causal0,Alcohol,2.913656744301918,19
308,Alcohol_problem_indexFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Alcohol_problem_indexFU3,65.31135830530992,6.4105673663329785,57.14465185231315,4.743398733561513,-8.166706452996774,5.3961524696027325,h5causal0,Alcohol,8.166706452996774,1
332,Alcoholism_screening_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-Alcoholism_screening_parent,65.31135830530992,6.4105673663329785,64.96917424336779,4.885733593886811,-0.34218406194214124,6.986104141906307,h5causal0,Alcohol,0.34218406194214124,83
143,Conformity_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Conformity_drinking_motiveFU3,65.31135830530992,6.4105673663329785,61.360056773363226,5.192540387003252,-3.951301531946705,5.6179858938862575,h5causal0,Alcohol,3.951301531946705,9
146,Coping_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Coping_drinking_motiveFU3,65.31135830530992,6.4105673663329785,64.72418559112107,6.1973138381318185,-0.587172714188855,3.102885785178877,h5causal0,Alcohol,0.587172714188855,79
236,Enhancement_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Enhancement_drinking_motiveFU3,65.31135830530992,6.4105673663329785,61.98967544733674,6.5730352316592455,-3.321682857973196,8.122275644774499,h5causal0,Alcohol,3.321682857973196,14
311,Social_drinking_motiveFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Social_drinking_motiveFU3,65.31135830530992,6.4105673663329785,64.26368044311593,7.665575735785413,-1.0476778621939964,4.6503495661398535,h5causal0,Alcohol,1.0476778621939964,64
200,Accident_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Accident_freq,65.31135830530992,6.4105673663329785,62.68156837713289,5.346913924821392,-2.62978992817704,2.581155036818996,h5causal0,Biographic,2.62978992817704,24
329,Accident_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Accident_val,65.31135830530992,6.4105673663329785,62.25827642158287,7.944869851692915,-3.05308188372706,3.4403126443811356,h5causal0,Biographic,3.05308188372706,17
68,Accident_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Accident_valFU3,65.31135830530992,6.4105673663329785,64.6207627558434,6.007284246899506,-0.6905955494665217,3.067958595351843,h5causal0,Biographic,0.6905955494665217,76
50,Autonomy_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Autonomy_freq,65.31135830530992,6.4105673663329785,59.427543903350355,5.980738541695241,-5.883814401959575,3.2296549204870177,h5causal0,Biographic,5.883814401959575,2
272,Autonomy_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Autonomy_freqFU3,65.31135830530992,6.4105673663329785,64.11102202432846,5.443947046111507,-1.2003362809814622,6.2633172899810505,h5causal0,Biographic,1.2003362809814622,55
314,Autonomy_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Autonomy_val,65.31135830530992,6.4105673663329785,64.22242374863343,5.2579145157189116,-1.0889345566765019,2.9519041909077957,h5causal0,Biographic,1.0889345566765019,59
23,Autonomy_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Autonomy_valFU3,65.31135830530992,6.4105673663329785,63.315165684117304,5.238212457606342,-1.9961926211926273,6.438523733452714,h5causal0,Biographic,1.9961926211926273,38
191,Deviance_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_freq,65.31135830530992,6.4105673663329785,65.04390335035497,7.296720510007558,-0.26745495495495986,6.438903940402898,h5causal0,Biographic,0.26745495495495986,84
350,Deviance_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_freqFU3,65.31135830530992,6.4105673663329785,63.04152654959106,7.465575031666422,-2.269831755718865,5.113569132035328,h5causal0,Biographic,2.269831755718865,30
284,Deviance_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_val,65.31135830530992,6.4105673663329785,64.58674976820139,4.577089642319678,-0.7246085371085398,3.9063440372973366,h5causal0,Biographic,0.7246085371085398,74
293,Deviance_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Deviance_valFU3,65.31135830530992,6.4105673663329785,65.63258967492838,5.03889726678199,0.32123136961845766,3.015425306579552,h5causal0,Biographic,0.32123136961845766,97
128,Distress_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Distress_freq,65.31135830530992,6.4105673663329785,61.901475207926815,7.5151999822113975,-3.409883097383115,4.850414122656451,h5causal0,Biographic,3.409883097383115,13
14,Distress_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Distress_freqFU3,65.31135830530992,6.4105673663329785,64.0431257870774,6.730371340779129,-1.268232518232526,3.567735431317323,h5causal0,Biographic,1.268232518232526,51
47,Distress_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Distress_val,65.31135830530992,6.4105673663329785,62.063712618148095,6.715759137059363,-3.2476456871618375,2.250837130782114,h5causal0,Biographic,3.2476456871618375,15
317,Distress_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Distress_valFU3,65.31135830530992,6.4105673663329785,64.24305209587467,6.22599842606527,-1.0683062094352547,2.205693714055309,h5causal0,Biographic,1.0683062094352547,62
35,Family_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_freq,65.31135830530992,6.4105673663329785,64.21489894272153,5.471839469958801,-1.0964593625883978,3.266451448520717,h5causal0,Biographic,1.0964593625883978,58
248,Family_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_freqFU3,65.31135830530992,6.4105673663329785,64.52004279625247,7.095598697522511,-0.7913155090574553,5.12803879034179,h5causal0,Biographic,0.7913155090574553,71
152,Family_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_val,65.31135830530992,6.4105673663329785,64.16112252805802,4.916045136710371,-1.1502357772519178,3.8068135932798994,h5causal0,Biographic,1.1502357772519178,57
8,Family_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Family_valFU3,65.31135830530992,6.4105673663329785,61.543679336018066,7.417674145214541,-3.7676789692918655,2.4736517341863,h5causal0,Biographic,3.7676789692918655,10
206,Relocation_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Relocation_freq,65.31135830530992,6.4105673663329785,60.519786779867424,6.571787623731301,-4.791571525442507,4.0584503677255785,h5causal0,Biographic,4.791571525442507,5
155,Relocation_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Relocation_freqFU3,65.31135830530992,6.4105673663329785,64.72652087571443,4.799039955529528,-0.5848374295955083,4.433569402695658,h5causal0,Biographic,0.5848374295955083,80
302,Relocation_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Relocation_val,65.31135830530992,6.4105673663329785,63.89046736828995,5.703016975515761,-1.4208909370199807,2.2534974846836784,h5causal0,Biographic,1.4208909370199807,48
290,Relocation_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Relocation_valFU3,65.31135830530992,6.4105673663329785,66.07501799034056,4.673797721292745,0.7636596850306265,7.590085920445472,h5causal0,Biographic,0.7636596850306265,106
29,Sexuality_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_freq,65.31135830530992,6.4105673663329785,62.54095397240559,4.603469534317723,-2.7704043329043415,4.421953104461998,h5causal0,Biographic,2.7704043329043415,20
110,Sexuality_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_freqFU3,65.31135830530992,6.4105673663329785,60.954517305323755,4.241337387157616,-4.3568409999861775,3.343795249727896,h5causal0,Biographic,4.3568409999861775,7
224,Sexuality_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_val,65.31135830530992,6.4105673663329785,66.04165369286336,4.027358523879326,0.7302953875534368,6.738622425622134,h5causal0,Biographic,0.7302953875534368,105
95,Sexuality_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Sexuality_valFU3,65.31135830530992,6.4105673663329785,65.66344570376829,8.294921376988741,0.3520873984583561,4.119642511127599,h5causal0,Biographic,0.3520873984583561,98
254,Total_freq,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_freq,65.31135830530992,6.4105673663329785,65.92804642199805,5.487703037688782,0.6166881166881133,3.697295461303693,h5causal0,Biographic,0.6166881166881133,102
17,Total_freqFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_freqFU3,65.31135830530992,6.4105673663329785,64.07631710051065,4.34037074766225,-1.235041204799281,4.957483784163736,h5causal0,Biographic,1.235041204799281,52
86,Total_val,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_val,65.31135830530992,6.4105673663329785,64.38833706978868,4.984469254887223,-0.9230212355212597,5.193502725860704,h5causal0,Biographic,0.9230212355212597,69
245,Total_valFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Total_valFU3,65.31135830530992,6.4105673663329785,63.805337595660184,6.487329492600787,-1.5060207096497469,2.5247425588518597,h5causal0,Biographic,1.5060207096497469,45
53,AnxietyFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-AnxietyFU3,65.31135830530992,6.4105673663329785,66.20806434314498,6.235955064463767,0.8967060378350489,4.986322075913369,h5causal0,Comorbid,0.8967060378350489,108
134,Anxiety_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Anxiety_BSIFU3,65.31135830530992,6.4105673663329785,65.21719011638368,3.729963750187825,-0.094168188926258,4.3615037766673925,h5causal0,Comorbid,0.094168188926258,90
176,Depression_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Depression_BSIFU3,65.31135830530992,6.4105673663329785,65.17176018184082,6.2560529699056415,-0.13959812346910905,5.349715490561224,h5causal0,Comorbid,0.13959812346910905,88
11,Depression_CESDFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Depression_CESDFU3,65.31135830530992,6.4105673663329785,63.88862941282297,5.995257479873259,-1.4227288924869574,5.566389491547361,h5causal0,Comorbid,1.4227288924869574,47
131,Depression_K6+FU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Depression_K6+FU3,65.31135830530992,6.4105673663329785,66.57807721315785,4.206423027227217,1.2667189078479302,3.689681426504279,h5causal0,Comorbid,1.2667189078479302,113
320,GSI_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-GSI_BSIFU3,65.31135830530992,6.4105673663329785,66.97490260998326,6.158074713303771,1.6635443046733256,4.199299622797732,h5causal0,Comorbid,1.6635443046733256,116
188,Hostility_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Hostility_BSIFU3,65.31135830530992,6.4105673663329785,65.09886903032064,5.317925227542617,-0.2124892749892915,3.114039038564999,h5causal0,Comorbid,0.2124892749892915,86
44,Interpers_sensitivity_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Interpers_sensitivity_BSIFU3,65.31135830530992,6.4105673663329785,64.00424762319923,5.282452748591841,-1.3071106821106904,5.313716449728639,h5causal0,Comorbid,1.3071106821106904,50
233,Obsession_compulsion_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Obsession_compulsion_BSIFU3,65.31135830530992,6.4105673663329785,63.15178225460484,4.985482346117666,-2.159576050705092,2.9631750981246716,h5causal0,Comorbid,2.159576050705092,32
263,Paranoid_ideation_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Paranoid_ideation_BSIFU3,65.31135830530992,6.4105673663329785,64.53228141736206,5.000350972794519,-0.7790768879478716,3.086476690347333,h5causal0,Comorbid,0.7790768879478716,72
74,Phobic_anxiety_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Phobic_anxiety_BSIFU3,65.31135830530992,6.4105673663329785,64.8367765807282,4.843084793559919,-0.4745817245817352,3.71946578612015,h5causal0,Comorbid,0.4745817245817352,82
326,Psychiatric_symptoms_PHQFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Psychiatric_symptoms_PHQFU3,65.31135830530992,6.4105673663329785,66.9288239852756,5.104712099375127,1.6174656799656684,5.169248328970166,h5causal0,Comorbid,1.6174656799656684,115
296,Psychotic_experienceFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Psychotic_experienceFU3,65.31135830530992,6.4105673663329785,64.15489510247575,5.565118993592474,-1.1564632028341792,4.71765290445822,h5causal0,Comorbid,1.1564632028341792,56
194,Psychoticism_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Psychoticism_BSIFU3,65.31135830530992,6.4105673663329785,65.9669245858762,6.363614999870228,0.6555662805662665,5.049741883709963,h5causal0,Comorbid,0.6555662805662665,104
41,RuminationFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-RuminationFU3,65.31135830530992,6.4105673663329785,66.28197177592338,5.043328624192838,0.9706134706134573,5.606446769313635,h5causal0,Comorbid,0.9706134706134573,109
215,SomatizationFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-SomatizationFU3,65.31135830530992,6.4105673663329785,65.22255262174617,5.990987004686892,-0.08880568356375296,4.460939556304664,h5causal0,Comorbid,0.08880568356375296,91
347,Somatization_BSIFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Somatization_BSIFU3,65.31135830530992,6.4105673663329785,65.3179100759746,5.4442859559418935,0.006551770664664502,4.890121278268852,h5causal0,Comorbid,0.006551770664664502,93
335,StressFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-StressFU3,65.31135830530992,6.4105673663329785,64.27555147313213,6.908417062767327,-1.0358068321778102,6.837693454031857,h5causal0,Comorbid,1.0358068321778102,65
185,Well_beingFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Well_beingFU3,65.31135830530992,6.4105673663329785,65.19271287416449,3.555730250921321,-0.11864543114544768,4.952622909695287,h5causal0,Comorbid,0.11864543114544768,89
218,AUDIT_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-AUDIT_parent,65.31135830530992,6.4105673663329785,65.32143462587011,5.943078191817997,0.010076320560181706,6.138606354459596,h5causal0,Familial risk,0.010076320560181706,94
257,Conflict_tactics_parent_mean_negotiation,BL,SVM-rbf,posthoc-cc3-h5causal0-Conflict_tactics_parent_mean_negotiation,65.31135830530992,6.4105673663329785,63.51156744301907,7.037127539002537,-1.799790862290862,1.998484393417824,h5causal0,Familial risk,1.799790862290862,40
338,Conflict_tactics_parent_mean_psych_aggr,BL,SVM-rbf,posthoc-cc3-h5causal0-Conflict_tactics_parent_mean_psych_aggr,65.31135830530992,6.4105673663329785,63.262902879838364,5.1474271524413675,-2.0484554254715626,3.474642070072957,h5causal0,Familial risk,2.0484554254715626,35
239,Drug_abuse_screening_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-Drug_abuse_screening_parent,65.31135830530992,6.4105673663329785,60.80185888653631,6.234615505819655,-4.509499418773622,4.274116798300619,h5causal0,Familial risk,4.509499418773622,6
305,Fam_hist_psych_disorders_parent,BL,SVM-rbf,posthoc-cc3-h5causal0-Fam_hist_psych_disorders_parent,65.31135830530992,6.4105673663329785,63.32772865030929,6.298372656378392,-1.9836296550006405,5.819053315140266,h5causal0,Familial risk,1.9836296550006405,39
179,PBQ_unpres_meds,BL,SVM-rbf,posthoc-cc3-h5causal0-PBQ_unpres_meds,65.31135830530992,6.4105673663329785,64.32249501805953,5.534304262108235,-0.9888632872503966,4.412416523776145,h5causal0,Familial risk,0.9888632872503966,66
221,Physical_developmet,BL,SVM-rbf,posthoc-cc3-h5causal0-Physical_developmet,65.31135830530992,6.4105673663329785,66.13132429664688,5.642246194709475,0.8199659913369461,3.213025243938185,h5causal0,Health,0.8199659913369461,107
167,Physical_health_conditionsFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Physical_health_conditionsFU3,65.31135830530992,6.4105673663329785,65.66394303289465,5.12024136310567,0.35258472758472603,3.7317458386836733,h5causal0,Health,0.35258472758472603,99
266,QOL_activity_limitation_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_activity_limitation_daysFU3,65.31135830530992,6.4105673663329785,63.65285216091667,6.105789454942889,-1.658506144393257,2.074843809238361,h5causal0,Health,1.658506144393257,42
98,QOL_mentally_unhealthy_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_mentally_unhealthy_daysFU3,65.31135830530992,6.4105673663329785,65.93323594331657,5.444857216022715,0.6218776380066515,5.626270628189327,h5causal0,Health,0.6218776380066515,103
107,QOL_phys_unhealthy_daysFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_phys_unhealthy_daysFU3,65.31135830530992,6.4105673663329785,63.829814837879354,7.5468997664834685,-1.4815434674305794,2.3676068852413064,h5causal0,Health,1.4815434674305794,46
92,QOL_self-rated_healthFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-QOL_self-rated_healthFU3,65.31135830530992,6.4105673663329785,64.3742604932121,5.094446778200439,-0.9370978120978313,4.755931809818579,h5causal0,Health,0.9370978120978313,68
125,Agreeableness,BL,SVM-rbf,posthoc-cc3-h5causal0-Agreeableness,65.31135830530992,6.4105673663329785,62.76535752342204,4.352074373246085,-2.5460007818878916,3.1162800003167876,h5causal0,Personality,2.5460007818878916,26
158,AgreeablenessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-AgreeablenessFU3,65.31135830530992,6.4105673663329785,63.940567872019486,7.451189860622827,-1.3707904332904475,4.167785340635958,h5causal0,Personality,1.3707904332904475,49
281,Anxiety_sensitivity,BL,SVM-rbf,posthoc-cc3-h5causal0-Anxiety_sensitivity,65.31135830530992,6.4105673663329785,64.59444755815724,6.363913642767466,-0.7169107471526881,4.20284689525028,h5causal0,Personality,0.7169107471526881,75
269,Anxiety_sensitivityFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Anxiety_sensitivityFU3,65.31135830530992,6.4105673663329785,62.598449544014045,3.8298088471661904,-2.7129087612958847,7.047828196659728,h5causal0,Personality,2.7129087612958847,21
80,Conscientiousness,BL,SVM-rbf,posthoc-cc3-h5causal0-Conscientiousness,65.31135830530992,6.4105673663329785,64.68076659608919,4.268952969353946,-0.6305917092207514,5.375690578420649,h5causal0,Personality,0.6305917092207514,78
275,ConscientiousnessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-ConscientiousnessFU3,65.31135830530992,6.4105673663329785,61.60286150205506,7.958357896876264,-3.708496803254868,2.2314932255110627,h5causal0,Personality,3.708496803254868,11
62,Extroversion,BL,SVM-rbf,posthoc-cc3-h5causal0-Extroversion,65.31135830530992,6.4105673663329785,65.4090510441317,5.4985573477098875,0.0976927388217641,4.681118620005581,h5causal0,Personality,0.0976927388217641,96
71,ExtroversionFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-ExtroversionFU3,65.31135830530992,6.4105673663329785,64.08769080140047,5.116451980492822,-1.2236675039094536,5.122210994827563,h5causal0,Personality,1.2236675039094536,53
2,Hopelessness,BL,SVM-rbf,posthoc-cc3-h5causal0-Hopelessness,65.31135830530992,6.4105673663329785,64.43275072307331,4.737973087429315,-0.8786075822366124,3.369187135871654,h5causal0,Personality,0.8786075822366124,70
344,HopelessnessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-HopelessnessFU3,65.31135830530992,6.4105673663329785,63.713007362200905,6.544689993256944,-1.5983509431090281,3.1163636729776556,h5causal0,Personality,1.5983509431090281,44
113,Impulsivity_BISFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Impulsivity_BISFU3,65.31135830530992,6.4105673663329785,63.603573331395914,4.612684278983887,-1.7077849739140172,3.6665876976466394,h5causal0,Personality,1.7077849739140172,41
341,Impulsivity_SURPS,BL,SVM-rbf,posthoc-cc3-h5causal0-Impulsivity_SURPS,65.31135830530992,6.4105673663329785,64.53329769862029,6.886544687684775,-0.7780606066896456,3.852687100558495,h5causal0,Personality,0.7780606066896456,73
77,Impulsivity_SURPSFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Impulsivity_SURPSFU3,65.31135830530992,6.4105673663329785,66.53768543889512,6.295865489210146,1.2263271335851922,5.333378241707228,h5causal0,Personality,1.2263271335851922,112
119,Negative_affectFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Negative_affectFU3,65.31135830530992,6.4105673663329785,66.3992765807282,6.502742454818487,1.0879182754182648,7.349711828972431,h5causal0,Personality,1.0879182754182648,110
251,Neuroticism,BL,SVM-rbf,posthoc-cc3-h5causal0-Neuroticism,65.31135830530992,6.4105673663329785,62.38861989870055,4.698821509970863,-2.922738406609382,3.1637319306138703,h5causal0,Personality,2.922738406609382,18
5,NeuroticismFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-NeuroticismFU3,65.31135830530992,6.4105673663329785,63.17507023152184,5.723602424526434,-2.136288073788084,3.7700741956775197,h5causal0,Personality,2.136288073788084,33
170,Novelty_seeking,BL,SVM-rbf,posthoc-cc3-h5causal0-Novelty_seeking,65.31135830530992,6.4105673663329785,63.66491779798231,6.948826983598557,-1.6464405073276178,3.7781821721513666,h5causal0,Personality,1.6464405073276178,43
38,Openness,BL,SVM-rbf,posthoc-cc3-h5causal0-Openness,65.31135830530992,6.4105673663329785,62.62039689459045,5.755877323950817,-2.6909614107194835,2.897687308770749,h5causal0,Personality,2.6909614107194835,22
83,OpennessFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-OpennessFU3,65.31135830530992,6.4105673663329785,64.7585229238455,4.322199765824042,-0.5528353814644227,2.9531113123705053,h5causal0,Personality,0.5528353814644227,81
59,Positive_affectFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Positive_affectFU3,65.31135830530992,6.4105673663329785,63.31131678913937,6.932996810911157,-2.0000415161705587,3.9026485853391737,h5causal0,Personality,2.0000415161705587,37
209,Sensation_seeking,BL,SVM-rbf,posthoc-cc3-h5causal0-Sensation_seeking,65.31135830530992,6.4105673663329785,59.60147935954387,5.247362212863976,-5.7098789457660555,6.145100352341215,h5causal0,Personality,5.7098789457660555,3
122,Sensation_seekingFU3,BL,SVM-rbf,posthoc-cc3-h5causal0-Sensation_seekingFU3,65.31135830530992,6.4105673663329785,63.26690313585475,5.468917790220015,-2.044455169455184,4.3357072171856,h5causal0,Personality,2.044455169455184,36
164,Bullying,BL,SVM-rbf,posthoc-cc3-h5causal0-Bullying,65.31135830530992,6.4105673663329785,65.08310585931554,5.765317820377123,-0.22825244599439243,6.90377652644126,h5causal0,Social,0.22825244599439243,85
